generic,exemplar
Desert hedgehogs enter hibernation.,Desert hedgehogs enter hibernation is a type of torpor.
Desert hedgehogs enter hibernation.,Desert hedgehogs enter a torpor.
Genetic abnormalities affect health.,Genetic abnormalities affect physical health.
Raccoons carry fleas.,Raccoons carry raccoon fleas.
Respiratory infection is caused by influenza.,A Respiratory infection is caused by influenza viruses.
Pangolins have teeth.,Pangolins have incisors.
Pangolins have teeth.,Pangolins have molars.
Canadian lynxes have short triangular ears.,"Canadian lynxes have slender, short, triangular ears."
Carbohydrates are synthesized from dioxide.,Carbohydrates are synthesized from carbon dioxide.
Humans eat turtles.,Humans eat turtles.
Humans eat turtles.,Humans eat sea turtles.
Bats live together in big colonies during the winter.,Bats live together a some bats hibernate in big colonies during the winter.
Rats survive in areas.,Rats survive in rats can survive in many different areas.
Rabbits eat bark.,Rabbits eat birch bark.
Rabbits eat bark.,Rabbits eat bark from other plants.
Bats also hibernate during the colder months.,Bats hibernate during winter.
Bats also hibernate during the colder months.,Bats hibernate during late winter.
Bats also hibernate during the colder months.,Bats hibernate during early winter.
Chimpanzees make families.,Chimpanzees make matrilineal.
Chimpanzees make families.,Chimpanzees make an extended family.
Bears lose weight.,Bears lose a weight of body fat.
Bears lose weight.,Bears lose a body weight.
Bears lose weight.,Bears lose fat.
Invertebrate animals resemble snails.,Invertebrate animals resemble land snails.
Carbon dioxide exists as liquids.,A carbon dioxide exists as carbon dioxide can exist as a liquid.
Male chimpanzees attain dominance.,Male chimpanzees attain dominance over other males.
Male chimpanzees attain dominance.,Male chimpanzees attain dominance over females.
Male chimpanzees attain dominance.,Male chimpanzees attain dominance over territory.
Male chimpanzees attain dominance.,Male chimpanzees attain a social dominance.
Gray foxes have toe pads.,Gray foxes have thick pads on the soles of the feet.
Gray foxes have toe pads.,Gray foxes have small pads on the tips of the toes.
Gray foxes have toe pads.,Gray foxes have large pads on the tips of the toes.
Cats eat snakes.,Cats eat rattlesnakes.
Gorillas carry babies.,Gorillas carry newborn gorillas.
Gorillas carry babies.,Gorillas carry newborns.
Gorillas carry babies.,Gorillas carry infants.
Red foxes have upper lips.,Red foxes have a rounded upper lip.
Red foxes have upper lips.,Red foxes have a defined upper lip.
Caterpillars eat buds.,Caterpillars eat buds of trees.
Caterpillars eat buds.,Caterpillars eat buds of flowers.
Photosynthetic pigment gives chloroplasts.,A photosynthetic pigment gives chloroplasts in photosynthetic cells of plants.
Photosynthetic pigment gives chloroplasts.,A photosynthetic pigment gives chlorophyll.
Monkeys survive in habitats.,Monkeys survive in a jungle.
Monkeys survive in habitats.,Monkeys survive in jungles.
Toxic reaction occurs in animals.,A toxic reaction occurs in mammals.
Brush rabbits live in tunnels.,Brush rabbits live in tunnels in the ground.
Genetic defects interfere with metabolism.,Genetic defects interfere with the production of energy in the body's cells.
Genetic defects interfere with metabolism.,Genetic defects interfere with the breaking down of food into energy.
Genetic defects interfere with metabolism.,Genetic defects interfere with metabolic pathways that result in the production of energy.
Genetic defects interfere with metabolism.,Genetic defects interfere with the breakdown of food into energy.
Common shrews live for months.,Common shrews live for a shrew typically lives for about six months.
African elephants feed on grass.,African elephants feed on grass.
Chimpanzees live in zoos.,Chimpanzees live in zoos.
Chemotherapeutic agents are complex compounds derived from natural sources.,Chemotherapeutic agents are complex compounds derived from organic molecules found in nature.
Chemotherapeutic agents are complex compounds derived from natural sources.,Chemotherapeutic agents are complex compounds derived from naturally occurring products.
Chemotherapeutic agents are complex compounds derived from natural sources.,Chemotherapeutic agents are complex compounds derived from products of natural origin.
Chemotherapeutic agents are complex compounds derived from natural sources.,Chemotherapeutic agents are complex compounds derived from complex compounds derived from natural sources.
Mice eat insect larvae.,Mice eat caterpillars.
Mice eat insect larvae.,Mice eat beetle larvae.
Mice eat insect larvae.,Mice eat fly larvae.
Monkeys live on forest floors.,Monkeys live on rainforest floors.
Genetic factors affect color.,Genetic factors affect skin color.
Genetic factors affect color.,Genetic factors affect pigmentation.
Armadillos have short legs.,"Armadillos have armadillos have either absent, short, or very short legs."
Hamsters eat insects.,Hamsters eat crickets.
Caterpillars have horns.,Caterpillars have a horn at the front of the head.
Caterpillars have horns.,Caterpillars have horns on the head.
Fruit bats feed on bananas.,Fruit bats feed on citrus fruits.
Bats maintain core body temperature.,Bats maintain a body temperature.
Squirrels use hollow cavities.,Squirrels use nesting cavities.
Foxes compete for habitats.,Foxes compete for woodlands.
Foxes compete for habitats.,Foxes compete for farmlands.
Platypuses feed on milk.,Platypuses feed on milk from other animals.
Rabbits have claws.,Rabbits have claws.
Chimpanzees eat meat from monkeys and pigs.,Chimpanzees eat meat from monkeys and pigs.
Pigs feed low protein diets.,Pigs feed a commercial low-protein feed.
Camel crickets have powerful legs.,Camel crickets have strong legs that can support their weight.
Camel crickets have powerful legs.,Camel crickets have long legs that are used for running.
Camel crickets have powerful legs.,Camel crickets have sturdy legs that are used for clinging to surfaces.
Camel crickets have powerful legs.,Camel crickets have muscular legs that are used for jumping.
Camel crickets have powerful legs.,Camel crickets have muscles that help them run fast.
Camel crickets have powerful legs.,Camel crickets have strong legs for jumping.
Camel crickets have powerful legs.,Camel crickets have long legs for spanning large distances.
Elephants eat vegetation.,Elephants eat grasses.
Elephants eat vegetation.,Elephants eat leaves.
Elephants eat vegetation.,Elephants eat plants.
Elephants eat vegetation.,Elephants eat trees.
Wallabies live on grassland.,Wallabies live on farmlands.
Rats live in deserts.,Rats live in lowland deserts.
Brown bears inhabit northern coasts.,Brown bears inhabit coastal areas of the north pacific ocean.
Bat species migrate to warmer areas.,Bat species migrate to warmer climates.
Bat species migrate to warmer areas.,Bat species migrate to warm lowlands.
Molecular polysaccharides stimulate immune system activities.,Molecular polysaccharides stimulate production of antibodies.
Beavers live in habitats.,Beavers live in wetlands.
African servals have coats.,African servals have a coat of fur.
African servals have coats.,African servals have a coat of hair.
Coyotes feed on carrots.,"Coyotes feed on fruits and vegetables, such as carrots."
Honey badgers eat mice.,Honey badgers eat small mammals.
Bats feed on nectar.,Bats feed on nectar from flowers.
Squirrels survive storms.,Squirrels survive a hurricane.
Coyotes kill raccoons.,Coyotes kill raccoons.
Shrews live in gardens.,Shrews live in a garden.
Foxes prey on calves.,"Foxes prey on domestic livestock, such as calves, sheep, and goats."
Chimpanzees have testes.,Chimpanzees have gonads.
Lions kill zebras.,Lions kill lions kill wild zebras.
Red squirrels depend on trees.,Red squirrels depend on mature forests.
Marmosets feed on lizards.,Marmosets feed on lizards.
Tapeworms are parasites of dogs.,Tapeworms are parasites of dogs.
Tapeworms are parasites of dogs.,Tapeworms are parasites of domestic dogs.
Dogs have mammary tumors.,Dogs have a mammary adenocarcinoma.
Mandrills eat leaves.,Mandrills eat leaves.
Hares eat small animals.,Hares eat other small animals.
Shrews have long snouts.,"Shrews have long, narrow noses."
Shrews have long snouts.,Shrews have long and pointed noses.
Shrews have long snouts.,Shrews have long noses.
Bats live in wildernesses.,Bats live in a forest.
Chimpanzees have partners.,Chimpanzees have sexual partners.
Hares survive cold conditions.,Hares survive subarctic climates.
Mice live in barns.,Mice live in barns.
Foxes prefer habitats.,Foxes prefer woodlands.
Foxes prefer habitats.,Foxes prefer rural areas.
Jaguars kill horses.,Jaguars kill wild horses.
Red foxes have characteristic coloration.,Red foxes have a red foxes typically have a reddish coat.
Red foxes have characteristic coloration.,Red foxes have a red.
Antelopes have body length.,Antelopes have long.
Porcupines eat bark.,Porcupines eat bark from trees.
Porcupines eat bark.,Porcupines eat bark of trees.
Porcupines eat bark.,Porcupines eat bark from other plants.
Porcupines eat bark.,Porcupines eat bark from bushes.
Voles occupy grass.,"Voles occupy short grass, grasslands, meadows, pastures, hayfields, avenues, orchards."
Voles occupy grass.,Voles occupy meadow voles occupy meadows and fields.
Voles occupy grass.,Voles occupy grasses in disturbed areas.
Voles occupy grass.,Voles occupy grasslands.
Invertebrates can migrate for long distances.,Invertebrates are able to terrestrial invertebrates can migrate long distances on land.
Beavers eat fish.,Beavers eat small fish.
Deer mice eat insects.,Deer mice eat a variety of small insects.
Deer mice eat insects.,Deer mice eat insects.
Deer mice eat insects.,Deer mice eat beetles.
Bats feed on pollen and nectar.,Bats feed on many different types of pollen and nectar.
Vertebrates provide milk.,Vertebrates provide a cow's milk.
Oxygen goes into blood plasma.,An Oxygen goes into a blood plasma.
Squirrels also display patches of white.,Squirrels display white fur on the underside of the squirrel.
Porcupines eat tree bark.,Porcupines eat pine bark.
Red foxes have coloration.,Red foxes have a red.
Platypuses eat tadpoles.,Platypuses eat tadpoles of any kind.
Tapeworms infect horses.,Tapeworms infect horses.
Car batteries are part of cars.,Car batteries are part of conventional internal combustion engine vehicles.
Wolves eat woodchucks.,Wolves eat woodchucks.
Mountain lions live in parks.,Mountain lions live in national parks.
Mountain lions live in parks.,Mountain lions live in city parks.
Mountain lions live in parks.,Mountain lions live in regional parks.
Caterpillars live on milkweeds.,Caterpillars live on a milkweed vine.
Molecular events associate with cell death.,Molecular events associate with programmed cell death.
Wolves live on deer.,Wolves live on a deer.
Oxygen is produced by nearby trees.,An Oxygen is produced by pines.
Pikas live at elevation.,Pikas live at high-altitude.
Pikas live at elevation.,Pikas live at high elevations.
Squirrels have sharpness.,Squirrels have sharp eyesight.
Squirrels have sharpness.,Squirrels have sharp claws.
Foxes eat chickens.,Foxes eat domestic chickens.
Foxes eat chickens.,Foxes eat wild chickens.
Vagrant shrews feed on earthworms.,Vagrant shrews feed on earthworms.
Vagrant shrews feed on earthworms.,Vagrant shrews feed on worms.
Aardvarks detect predators.,Aardvarks detect predators that are stalking or hunting the aardvark.
Batteries use in many electronic devices.,Batteries use in portable devices.
Coyotes kill by attacking the flanks or hindquarters.,Coyotes kill by attacking the hindquarters of ungulates.
Coyotes kill by attacking the flanks or hindquarters.,Coyotes kill by attacking the animal's flanks.
Dolphins live in estuaries.,Dolphins live in salt water estuaries.
Dolphins live in estuaries.,Dolphins live in nearshore estuaries.
Dolphins live in estuaries.,Dolphins live in a coastal estuary.
Dolphins live in estuaries.,Dolphins live in a marine estuary.
Vertebrate animals have wings.,Vertebrate animals have wings are used for flying in some animals.
Coyotes eat cats.,Coyotes eat feral cats.
Coyotes eat cats.,Coyotes eat house cats.
Coyotes eat cats.,Coyotes eat domestic cats.
Respiratory viruses cause pneumonia.,Respiratory viruses cause bronchopneumonia.
Respiratory viruses cause pneumonia.,Respiratory viruses cause viral pneumonia.
Giraffes have blood vessels.,Giraffes have capillaries.
