generic,exemplar
Salamanders live in gardens.,Salamanders that live in a desert do not live in gardens.
Salamanders live in gardens.,Salamanders that live in a cave do not live in gardens.
Salamanders live in gardens.,Salamanders that live in a pond do not live in gardens.
Salamanders live in gardens.,Salamanders that live in ponds do not live in gardens.
Frogs hide in holes.,Frogs that are on the ground do not hide in holes.
Frogs hide in holes.,Frogs that are on a lily pad do not hide in holes.
Frogs hide in holes.,Frogs that have just hatched do not hide in holes.
Frogs hide in holes.,Frogs that are in the grass do not hide in holes.
Frogs hide in holes.,Frogs that are in a pond do not hide in holes.
Frogs hide in holes.,Frogs that are sunbathing do not hide in holes.
Frogs hide in holes.,Frogs that are on a branch do not hide in holes.
Frogs survive for months.,Frogs that are in the wrong place at the wrong time do not survive for months.
Frogs survive for months.,Frogs that suffer from a parasitic infection do not survive for months.
Frogs survive for months.,Frogs that get eaten by a predator do not survive for months.
Salamanders have noses.,Salamanders that lose their noses do not have noses.
Salamanders feed on lice.,Salamanders that are living in a place where there are no lice do not feed on lice.
Salamanders feed on lice.,"The long-toed salamander, which feeds on small aquatic invertebrates does not feed on lice."
Salamanders feed on lice.,Salamanders that die before they have a chance to eat lice do not feed on lice.
Salamanders feed on lice.,The blue-spotted salamander does not feed on lice.
Salamanders feed on lice.,The black-spotted salamander does not feed on lice.
Salamanders only have one set of legs.,Salamanders that are very young do not have one set of legs.
Salamanders only have one set of legs.,Salamanders that are injured and their leg is amputated do not have one set of legs.
Salamanders feed on wood lice.,Salamanders that live in a habitat where there are no wood lice do not feed on wood lice.
Salamanders feed on wood lice.,Salamanders that are young and have not yet developed a taste for wood lice do not feed on wood lice.
Salamanders feed on wood lice.,"Salamanders that feed on larger prey, such as insects, earthworms, or spiders do not feed on wood lice."
Salamanders have orange undersides.,Blue-spotted salamanders do not have orange undersides.
Salamanders have orange undersides.,Red-backed salamanders do not have orange undersides.
Salamanders have orange undersides.,Red-eyed salamanders do not have orange undersides.
Salamanders have orange undersides.,Salamanders that are in a dark place do not have orange undersides.
Salamanders have orange undersides.,Salamanders that are juveniles do not have orange undersides.
Salamanders have orange undersides.,Salamanders that are in a new environment do not have orange undersides.
Frogs have sticky pads.,Frogs that have lost their pads because of an injury do not have sticky pads.
Aquatic salamanders retain gills.,Gray-bellied salamanders (desmognathus fuscus) do not retain gills.
Aquatic salamanders retain gills.,Red-backed salamanders (plethodon cinereus) do not retain gills.
Aquatic salamanders retain gills.,Spotted salamanders (ambystoma maculatum) do not retain gills.
Aquatic salamanders retain gills.,Marbled salamanders (ambystoma opacum) do not retain gills.
Aquatic salamanders retain gills.,Aquatic salamanders that give birth do not retain gills.
Aquatic salamanders retain gills.,Aquatic salamanders that live in permanently terrestrial habitats do not retain gills.
Salamanders survive in environments.,Salamanders that are out of water for too long do not survive in environments.
Salamanders survive in environments.,Salamanders that live in an area with a lot of pollution do not survive in environments.
Salamanders survive in environments.,Salamanders that live in areas with a lot of pollutants do not survive in environments.
Salamanders survive in environments.,Salamanders that are in contact with pollutants do not survive in environments.
Salamanders leave water.,Salamanders that are very young do not leave water.
Frogs live in tanks.,Frogs that are found in the wild do not live in tanks.
Frogs live in tanks.,Frogs that live in the rainforest do not live in tanks.
Frogs live in tanks.,Frogs that hide in the crevices of rocks do not live in tanks.
Frogs live in tanks.,Frogs that are being used in a petting zoo do not live in tanks.
Frogs live in tanks.,Frogs that live in or near water do not live in tanks.
Frogs live in tanks.,Frogs that are living in the wild do not live in tanks.
Frogs live in tanks.,Frogs that live in underground burrows do not live in tanks.
Frogs live in tanks.,Poison dart frogs do not live in tanks.
Salamanders swim but most stay on land.,Salamanders that are looking for a better place to live do not swim but most stay on land.
Salamanders swim but most stay on land.,Salamanders that are very young do not swim but most stay on land.
Salamanders swim but most stay on land.,The red-backed salamander does not swim but most stay on land.
Frogs live for years.,Frogs that do not have enough food or water do not live for years.
Frogs live for years.,Frogs that are infected with a deadly virus do not live for years.
Frogs live for years.,Frogs that get eaten by a predator do not live for years.
Frogs live for years.,Frogs that are in too hot or too cold environments do not live for years.
Frogs live for years.,Frogs that are attacked by a predator do not live for years.
Frogs live for years.,Frogs that are infected by parasites or bacteria do not live for years.
Frogs live up to years.,Frogs that are run over by a car do not live up to years.
Frogs live up to years.,Frogs that suffer from a fungal infection do not live up to years.
Frogs have toe pads.,The alligator snapping turtle (macrochelys temminckii) does not have toe pads.
Frogs have toe pads.,The common snapping turtle (chelydra serpentina) does not have toe pads.
Salamanders migrate to breed ponds.,Salamanders that live in areas with seasonal ponds that are not available for breeding do not migrate to breed ponds.
Salamanders migrate to breed ponds.,Salamanders that are prevented from migrating by a human-made barrier do not migrate to breed ponds.
Frogs live in wetland.,Frogs that live in the desert do not live in wetland.
Frogs live in wetland.,Frogs that live in the ocean does not live in wetland.
Frogs live in wetland.,Frogs that live in deserts do not live in wetland.
Frogs live in wetland.,Frogs that live in buildings do not live in wetland.
Frogs live in wetland.,Frogs that lay eggs in trees do not live in wetland.
Salamanders share ponds.,Red-backed salamanders do not share ponds.
Salamanders live in trees.,Salamanders that live in holes in the ground do not live in trees.
Salamanders live in trees.,Salamanders that live in the water do not live in trees.
Salamanders live in trees.,Salamanders that live in water do not live in trees.
Salamanders live in trees.,Salamanders that live in deserts do not live in trees.
Salamanders live in trees.,Salamanders that live in a cave do not live in trees.
Salamanders live in trees.,Salamanders that live in a pond do not live in trees.
Salamanders live in trees.,Salamanders that live in a lake do not live in trees.
Salamanders live in trees.,Salamanders that live in underground caves do not live in trees.
